Rocblas                                            float16 NN m=49152 n=3072 k=768  1817.7545 us 127.59 tflops
DeviceGemm_Xdl_CShuffle<256, 256, 128, 32, 8, 2> LoopScheduler: Default, PipelineVersion: v1 float16 NN m=49152 n=3072 k=768  1963.5769 us 118.12 tflops
DeviceGemm_Xdl_CShuffle<256, 256, 128, 32, 8, 8> LoopScheduler: Default, PipelineVersion: v1 float16 NN m=49152 n=3072 k=768  2051.1949 us 113.07 tflops
DeviceGemm_Xdl_CShuffle<256, 128, 256, 32, 8, 2> LoopScheduler: Default, PipelineVersion: v1 float16 NN m=49152 n=3072 k=768  2122.3185 us 109.28 tflops
DeviceGemm_Xdl_CShuffle<256, 128, 256, 32, 8, 8> LoopScheduler: Default, PipelineVersion: v1 float16 NN m=49152 n=3072 k=768  2122.5216 us 109.27 tflops
DeviceGemm_Xdl_CShuffle<128, 128, 128, 32, 8, 2> LoopScheduler: Default, PipelineVersion: v1 float16 NN m=49152 n=3072 k=768  2326.7353 us 99.68 tflops
DeviceGemm_Xdl_CShuffle<128, 128, 128, 32, 8, 8> LoopScheduler: Default, PipelineVersion: v1 float16 NN m=49152 n=3072 k=768  2340.2472 us 99.10 tflops
DeviceGemm_Xdl_CShuffle<256, 128, 128, 32, 8, 2> LoopScheduler: Default, PipelineVersion: v1 float16 NN m=49152 n=3072 k=768  2129.6000 us 108.91 tflops
DeviceGemm_Xdl_CShuffle<256, 128, 128, 32, 8, 8> LoopScheduler: Default, PipelineVersion: v1 float16 NN m=49152 n=3072 k=768  2101.9568 us 110.34 tflops
DeviceGemm_Xdl_CShuffle<128, 128, 64, 32, 8, 2> LoopScheduler: Default, PipelineVersion: v1 float16 NN m=49152 n=3072 k=768  2516.8350 us 92.15 tflops
DeviceGemm_Xdl_CShuffle<128, 128, 64, 32, 8, 8> LoopScheduler: Default, PipelineVersion: v1 float16 NN m=49152 n=3072 k=768  2486.1088 us 93.29 tflops
DeviceGemm_Xdl_CShuffle<128, 64, 128, 32, 8, 2> LoopScheduler: Default, PipelineVersion: v1 float16 NN m=49152 n=3072 k=768  2442.3389 us 94.96 tflops
DeviceGemm_Xdl_CShuffle<128, 64, 128, 32, 8, 8> LoopScheduler: Default, PipelineVersion: v1 float16 NN m=49152 n=3072 k=768  2470.3453 us 93.88 tflops
DeviceGemm_Xdl_CShuffle<256, 128, 64, 32, 8, 2> LoopScheduler: Default, PipelineVersion: v1 float16 NN m=49152 n=3072 k=768  2525.3839 us 91.84 tflops
DeviceGemm_Xdl_CShuffle<256, 128, 64, 32, 8, 8> LoopScheduler: Default, PipelineVersion: v1 float16 NN m=49152 n=3072 k=768  2552.8495 us 90.85 tflops
DeviceGemm_Xdl_CShuffle<256, 64, 128, 32, 8, 2> LoopScheduler: Default, PipelineVersion: v1 float16 NN m=49152 n=3072 k=768  2404.7275 us 96.45 tflops
DeviceGemm_Xdl_CShuffle<256, 64, 128, 32, 8, 8> LoopScheduler: Default, PipelineVersion: v1 float16 NN m=49152 n=3072 k=768  2351.6490 us 98.62 tflops
